"numCalls";"avgduration";"avgweekend1weekday0";"avgday1night0";"avgout1in0";"avgSMS1";"avgVoiceCall1";"avglongDuration1";"";"";"";"";""
0.962129039153515;0.630566638458958;1.01691467722942;0.996968335472828;0.898390461026396;2.34532901242658;0.695695117054333;0.475932259948277;0;0;0;0;0
0.531346492781444;0.719479558257998;0.89970213543077;1.16449948400413;1.07014051998008;0.636998278038295;1.08210868530323;0.313263388278478;0.00351840114116477;0.0126367160403974;0.0484825008697882;0.0235345603486236;0
1.96760126830311;0.752000410688769;0.980257288655747;0.823593281985452;0.912151496506181;1.73486292638176;0.833778670698283;0.626595478434971;2.75980127377023e-05;0.0170717723529589;0.00874662794461936;0.00801382746297878;0.0134555995204906
0.565533537695152;0.851698349415593;0.968869903448875;1.1203415285297;1.03379276976133;0.623496406813094;1.08516272286934;0.620032208805916;0.0019903998123342;0.0217143129208777;0;0.0172588741408054;0.0306504333745363
2.28503743594263;0.810917342565161;0.854304828552486;0.79082674594059;0.97269676911407;1.22788289155448;0.948454336449098;0.664860616545117;0.00354679310860661;0.028325124490994;0;0.01322898582914;0.00199588837646869
0.561651347275168;1.29037261885458;1.1668748290095;0.995641046213094;0.981399078598496;0.8360974428016;1.03707371804373;1.56069770028642;0.000652060511215442;0.0114392600929212;0.012617493376456;0.00125201544461254;0.00634969164959673
0.52861977881038;0.823896775947439;0.944973771544803;1.12646402591845;1.03728796710651;0.729587885575399;1.0611655038039;0.575564003861326;0.0271214243037783;0.018651308823552;0.00200127462057191;0.0122473965082823;0.00893257138514585
0.561651347275168;1.29037261885458;1.1668748290095;0.995641046213094;0.981399078598496;0.8360974428016;1.03707371804373;1.56069770028642;0.00634969164959673;0.0126891676883826;0.0112604205039917;0.000652060511215442;0.00135918072161551
2.12202290318733;0.739679768836264;0.948079915721403;0.791752990642035;0.920466227014796;1.64689692969392;0.853676020772528;0.579598913315512;0.00399141618465439;0.00905910930597601;0.0210669293438763;3.11977535295765e-05;0.0141524140191034
0.561651347275168;1.29037261885458;1.1668748290095;0.995641046213094;0.981399078598496;0.8360974428016;1.03707371804373;1.56069770028642;0.000652060511215442;0.0125387104486579;0.00885260700904685;0.00926740110381783;0.000999742002063983
0.572214898998896;1.27388151231507;1.15611803994338;1.01659499358152;0.986325017410535;0.809353889411792;1.04312294006204;1.47276215900559;0.00261050457817618;0.00831495461082817;0.00988087181547863;0.00125201544461254;0.00776641529298342
0.621817663614664;4.58585226459656;1.35413767262606;0.909610611895593;1.24741927024864;0.141487853406884;1.1941899980327;8.9428547593226;0;0;0;0;0
0.776037621575403;1.92595667071078;1.27083110302252;0.885124090714592;1.00607926178189;0.716446451336185;1.0641380128117;2.8082923166764;0.00240134020406267;0.00120380402070543;0.014401034648588;0.0129340217736463;0.00156600126871169
2.36708740854994;0.799735279732881;0.881459767291993;0.797844773339375;0.961486985879243;1.28027852748095;0.936602776191202;0.630099274213731;0.0104769125825576;0.00396406288608975;0;0.00759765527220615;0.0214778694574076
0.561651347275168;1.29037261885458;1.1668748290095;0.995641046213094;0.981399078598496;0.8360974428016;1.03707371804373;1.56069770028642;0.00125201544461254;0.0113583693159719;0.00165180251327942;0.0097333791901099;0.00831495461082817
2.12202290318733;0.739679768836264;0.948079915721403;0.791752990642035;0.920466227014796;1.64689692969392;0.853676020772528;0.579598913315512;0.0144172736416727;0.00905910930597601;3.11977535295765e-05;0.0149541688051307;0.00983931710083071
0.962129039153515;0.630566638458958;1.01691467722942;0.996968335472828;0.898390461026396;2.34532901242658;0.695695117054332;0.475932259948277;0.00251819531033219;0.0287834036212696;0.0100696327084871;0;0.00592916812662205
0.911653425487191;2.33850457573274;0.995307426042895;0.788471972614464;0.990760961781377;0.892186625046169;1.02438670105399;3.93090848419121;0;0.000111234705228031;0.00201381278171846;0.0206088691051923;0.000111234705228031
1.79477715629342;0.666485288136876;1.03295618777433;0.873056803594352;0.860466630902943;2.30937585633779;0.703827492743898;0.559877367147743;0.0231279374057985;0.0026030843924605;0.0135501386748582;0.00462130372359148;0
2.36708740854994;0.799735279732881;0.881459767291993;0.797844773339375;0.961486985879243;1.28027852748095;0.936602776191202;0.630099274213731;0.00558950571383116;0.0101194240702515;0.0222947682492675;4.22087253635447e-05;0.00547059343954743
